Code,category_uz,category_ru,category_en,category_uz_cyrillic,date,value
3.45,Xalqaro yoʻlovchi havo transporti,"Воздушный пассажирский транспорт, международный","Air passenger transport, international",Халқаро йўловчи ҳаво транспорти,2025-02-01,101.85
3.46,Kuryerlik xizmatlari va posilkalarni eltib berish boʻyicha xizmatlar,Курьерские услуги и услуги по доставке посылок,Courier services and parcel delivery services,Курьерлик хизматлари ва посилкаларни элтиб бериш бўйича хизматлар,2025-02-01,100.0
3.47,Tashish (koʻchish) va saqlash boʻyicha xizmatlar,Услуги по перевозке (переезду) и хранению,Transportation (moving) and storage services,Ташиш (кўчиш) ва сақлаш бўйича хизматлар,2025-02-01,100.0
3.48,Tayyor ovqatlarni yetkazib berish xizmati,Услуги по поставке готовой пищи,Services for the delivery of prepared food,Тайёр овқатларни етказиб бериш хизмати,2025-02-01,100.0
3.49,Mustahkam oʻrnatilgan (turgʻun) aloqa xizmatlari uchun telefon abonent toʻlovi,Телефонная абонентская плата за услуги фиксированной (стационарной) связи,Telephone subscription fee for fixed (stationary) communication services,Мустаҳкам ўрнатилган (турғун) алоқа хизматлари учун телефон абонент тўлови,2025-02-01,100.0
3.5,Mobil aloqa xizmatlari,Услуги мобильной связи,Mobile communication services,Мобил алоқа хизматлари,2025-02-01,100.0
3.51,Simli Internet uchun abonent toʻlovi,Абонентская плата за проводной Интеpнет,Subscription fee for wired Internet,Симли Интернет учун абонент тўлови,2025-02-01,101.84
3.52,Mobil Internet uchun abonent toʻlovi,Абонентская плата за мобильный Интернет,Subscription fee for mobile Internet,Мобил Интернет учун абонент тўлови,2025-02-01,100.0
3.53,Kompleks telekommunikatsiya xizmatlari,Комплексные телекоммуникационные услуги,Comprehensive telecommunication services,Комплекс телекоммуникация хизматлари,2025-02-01,101.48
3.54,Axborot va kommunikatsiya uskunalarini taʼmirlash,Ремонт информационного и коммуникационного оборудования,Repair of information and communication equipment,Ахборот ва коммуникация ускуналарини таъмирлаш,2025-02-01,100.44
3.55,Video-fotosurat xizmatlari,Видео-фото съемка,Video and photo shooting,Видео-фотосурат хизматлари,2025-02-01,100.0
3.56,Uy hayvonlari uchun veterinariya va boshqa xizmatlar,Ветеринарные и прочие услуги для домашних животных,Veterinary and other services for pets,Уй ҳайвонлари учун ветеринария ва бошқа хизматлар,2025-02-01,100.0
3.57,Madaniyat va istirohat bogʻlari xizmatlari,Услуги парков культуры и отдыха,Services of culture and recreation parks,Маданият ва истироҳат боғлари хизматлари,2025-02-01,100.0
3.58,Sport tadbirlarini tashkil etish boʻyicha xizmatlar,Услуги по организации спортивных мероприятий,Services for organizing sports events,Спорт тадбирларини ташкил этиш бўйича хизматлар,2025-02-01,100.0
3.59,Kinoteatrlarning xizmatlari,Услуги предоставляемые кинотеатрами,Services provided by cinemas,Кинотеатрларнинг хизматлари,2025-02-01,0.0
3.6,Teatrlarning xizmatlari,Услуги предоставляемые театрами,Services provided by theaters,Театрларнинг хизматлари,2025-02-01,100.0
3.61,Konsert zallarining xizmatlari,Услуги предоставляемые концертными залами,Services provided by concert halls,Концерт залларининг хизматлари,2025-02-01,100.0
3.62,Muzeylarning xizmatlari,Услуги предоставляемые музеями,Services provided by museums,Музейларнинг хизматлари,2025-02-01,100.0
3.63,Hayvonot bogʻlarining xizmatlari,Услуги предоставляемые зоопарками,Services provided by zoos,Ҳайвонот боғларининг хизматлари,2025-02-01,100.0
3.64,Fotografiya (suratga olish) sohasidagi xizmatlar,Услуги в области фотографии,Photography services,Фотография (суратга олиш) соҳасидаги хизматлар,2025-02-01,101.67
3.65,Toʻy va boshqa tadbirlarni oʻtkazish uchun joy ijarasiga haq toʻlash,Плата за аренду помещения для проведения свадеб и других мероприятий,Rental fee for premises for weddings and other events,Тўй ва бошқа тадбирларни ўтказиш учун жой ижарасига ҳақ тўлаш,2025-02-01,100.0
3.66,Taklifnomalar va otkritkalar chop etish xizmatlari,Услуги по печати пригласительных и открыток,Invitation and postcard printing services,Таклифномалар ва откриткалар чоп этиш хизматлари,2025-02-01,100.0
3.67,Turistik sayohat,Туристическая поездка,Tourist trip,Туристик саёҳат,2025-02-01,100.0
3.68,Davlat maktabgacha taʼlim tashkiloti,Государственная дошкольно- образаватильная организация,State preschool educational organization,Давлат мактабгача таълим ташкилоти,2025-02-01,100.0
3.69,Nodavlat (xususiy)  maktabgacha taʼlim tashkiloti,Негосударственная (частная) дошкольно- образаватильная организация,Non-state (private) preschool educational organization,Нодавлат (хусусий)  мактабгача таълим ташкилоти,2025-02-01,102.05
3.7,Shartnoma asosida davlat OTM larida oʻqish,Обучение в государственных вузах на контрактной основе,Education in state universities on a contract basis,Шартнома асосида давлат ОТМ ларида ўқиш,2025-02-01,100.0
3.71,Shartnoma asosida nodavlat OTM larida oʻqish,Обучение в негосударственных вузах на контрактной основе,Education in non-state universities on a contract basis,Шартнома асосида нодавлат ОТМ ларида ўқиш,2025-02-01,100.0
3.72,Repetitorlik,Репетиторство,Tutoring,Репетиторлик,2025-02-01,104.61
3.73,Chet tili kurslarida va shu kabi kurslarda mashgʻulot,Курсы иностранных языков и аналогичные курсы,Language courses and similar courses,Чет тили курсларида ва шу каби курсларда машғулот,2025-02-01,100.0
3.74,"Otellar, motellar, mehmonxonalar va shu kabi mehmonxona xizmatlari","Отели, мотели, гостиницы и аналогичное гостиничное обслуживание","Hotels, motels, inns and similar accommodation services","Отеллар, мотеллар, меҳмонхоналар ва шу каби меҳмонхона хизматлари",2025-02-01,100.0
3.75,"Dam olish markazlari, kempinglar, yoshlar yotoqxonalari va shu kabi mehmonxona xizmatlari","Центры отдыха, кемпинги, молодежные общежития и аналогичное гостиничное обслуживание","Holiday centres, campsites, youth hostels and similar accommodation services","Дам олиш марказлари, кемпинглар, ёшлар ётоқхоналари ва шу каби меҳмонхона хизматлари",2025-02-01,100.0
3.76,Shaxsiy transport vositalarini sugʻurtalash,Страхование личных транспортных средств,Personal vehicle insurance,Шахсий транспорт воситаларини суғурталаш,2025-02-01,100.0
3.77,Banklar kreditlarini sugʻurtalash,Страхование кредита в банках,Bank credit insurance,Банклар кредитларини суғурталаш,2025-02-01,100.0
3.78,Bank muassasalari xizmatlari,Услуги банковских учреждений,Banking services,Банк муассасалари хизматлари,2025-02-01,99.64
3.79,Pul oʻtkazmalari uchun xaq toʻlash,Плата за денежные переводы,Money transfer fees,Пул ўтказмалари учун хақ тўлаш,2025-02-01,100.25
3.8,Elektron toʻlov tizimlari orqali pul vositalarini oʻtkazish boʻyicha xizmatlar,Услуги по переводу денежных средств через электронных платёжных систем,Money transfer services via electronic payment systems,Электрон тўлов тизимлари орқали пул воситаларини ўтказиш бўйича хизматлар,2025-02-01,100.0
3.81,Mikromoliyaviy tashkilotlar va lombardlar tomonidan koʻrsatiladigan xizmatlar,Услуги микрофинансовых организаций и ломбардов,Microfinance organizations and pawnshop services,Микромолиявий ташкилотлар ва ломбардлар томонидан кўрсатиладиган хизматлар,2025-02-01,100.0
3.82,Ayollar va qizlar uchun sartaroshxona xizmatlari,Услуги парикмахерских для женщин и девочек,Hairdressing services for women and girls,Аёллар ва қизлар учун сартарошхона хизматлари,2025-02-01,100.0
3.83,Erkaklar va oʻgʻil bolalar uchun sartaroshxonalar xizmatlari,Услуги парикмахерских для мужчин и мальчиков,Hairdressing services for men and boys,Эркаклар ва ўғил болалар учун сартарошхоналар хизматлари,2025-02-01,100.0
3.84,Kosmetologlar xizmatlari,Услуги косметолога,Cosmetologist services,Косметологлар хизматлари,2025-02-01,100.0
3.85,Xammom va dushxonalar xizmatlari,Услуги бань и душевых,Bath and shower services,Хаммом ва душхоналар хизматлари,2025-02-01,103.79
3.86,Soatlarni taʼmirlash,Ремонт часов,Watch repair,Соатларни таъмирлаш,2025-02-01,100.0
3.87,Zargarlik xizmati,Услуги ювелиров,Jewelers services,Заргарлик хизмати,2025-02-01,100.0
3.88,Diniy xizmatlar,Ритуальные услуги,Funeral services,Диний хизматлар,2025-02-01,116.01
3.89,Huquqiy tusdagi xizmatlar,Услуги правового хаpактеpа,Legal services,Ҳуқуқий тусдаги хизматлар,2025-02-01,100.0
3.9,Xujjatlardan nusxa koʻchirish (kserokopiyalash) boʻyicha xizmatlar,Услуги по ксерокопированию документов,Document photocopying services,Хужжатлардан нусха кўчириш (ксерокопиялаш) бўйича хизматлар,2025-02-01,100.0
1.0,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,2025-03-01,100.7
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,2025-03-01,101.28
1.1,Uzun boshoqli guruch,Рис длиннозерный,Long-grain rice,Узун бошоқли гуруч,2025-03-01,97.69
1.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,2025-03-01,96.97
1.3,Guruch oqshogʻi,Рисовая сечка,Chopped rice,Гуруч оқшоғи,2025-03-01,98.19
1.4,Manniy yormasi,Крупа манная,Semolina groats,Манний ёрмаси,2025-03-01,100.94
1.5,Grechixa (doni),Гречиха (зерно),Buckwheat (grain),Гречиха (дони),2025-03-01,100.65
1.6,Suli yormasi,Крупа овсяная,Oat groats,Сули ёрмаси,2025-03-01,100.06
1.7,Arpa yormasi,Перловка,Pearl barley,Арпа ёрмаси,2025-03-01,99.77
1.8,"Soʻk (yorma), jumladan briketlarda","Пшено (крупа), в том числе в брикетах","Millet (groats), including in briquettes","Сўк (ёрма), жумладан брикетларда",2025-03-01,100.27
1.9,Oliy navli bugʻdoy uni,Мука пшеничная высшего сорта,Premium wheat flour,Олий навли буғдой уни,2025-03-01,99.85
1.1,Birinchi navli bugʻdoy uni,Мука пшеничная первого сорта,First grade wheat flour,Биринчи навли буғдой уни,2025-03-01,98.9
1.11,Oliy navli bugʻdoy unidan tayyorlangan non,Хлеб пшеничный из муки высшего сорта,Wheat bread made from premium flour,Олий навли буғдой унидан тайёрланган нон,2025-03-01,99.85
1.12,Birinchi navli bugʻdoy unidan tayyorlangan non,Хлеб пшеничный из муки первого сорта,Wheat bread made from first grade flour,Биринчи навли буғдой унидан тайёрланган нон,2025-03-01,100.0
1.13,Obinon,Лепешки,Flatbreads,Обинон,2025-03-01,100.0
1.14,Javdar va javdar-bugʻdoy noni,Хлеб ржаной и ржано-пшеничный,Rye and rye-wheat bread,Жавдар ва жавдар-буғдой нони,2025-03-01,100.35
1.15,"Bulochka, bublik va boshqa yogʻli mahsulotlar","Булочки, бублики и другие сдобные изделия","Buns, bagels, and other pastry items","Булочка, бублик ва бошқа ёғли маҳсулотлар",2025-03-01,100.03
1.16,"Suxari (qoq non), qarsillama non, galeta","Сухари, хрустящие хлебцы, галеты","Rusks, crispbread, crackers","Сухари (қоқ нон), қарсиллама нон, галета",2025-03-01,100.69
1.17,Pechenye,Печенье,Cookies,Печене,2025-03-01,100.24
1.18,Vafli,Вафли,Wafers,Вафли,2025-03-01,100.2
1.19,Pryaniklar,Пряники,Gingerbread,Пряниклар,2025-03-01,99.26
1.2,Tortlar,Торты,Cakes,Тортлар,2025-03-01,100.28
1.21,Turli xil pirojniylar,Пирожные разных видов,Pastries of various types,Турли хил пирожнийлар,2025-03-01,100.16
1.22,Kekslar,Кексы,Cupcakes,Кекслар,2025-03-01,99.25
1.23,Korjiklar,Коржики,Biscuits,Коржиклар,2025-03-01,100.0
1.24,Chak chak,Чак чак,Chak-chak,Чак чак,2025-03-01,100.0
1.25,"Tayyor nonushtalar shaklidagi boshoqli donlar (""quruq nonushtalar"")","Зерна злаков в виде готовых завтраков (""сухие завтраки"")","Ready-to-eat cereal grains (""breakfast cereals"")","Тайёр нонушталар шаклидаги бошоқли донлар (""қуруқ нонушталар"")",2025-03-01,100.2
1.26,Vermishel,Вермишель,Vermicelli,Вермишел,2025-03-01,100.26
1.27,Ugra (shu jumladan lagʻmon uchun),Лапша (в том числе для лагмана),Noodles (including for lagman),Угра (шу жумладан лағмон учун),2025-03-01,98.63
1.28,"Makaronlar, spagetti","Макароны, спагетти","Pasta, spaghetti","Макаронлар, спагетти",2025-03-01,100.56
1.29,"Shakldor mahsulotlar (chigʻanoqlar, yulduzchalar va shu kabilar)","Фигурные изделия (ракушки, звездочки и аналогичные)","Shaped products (shells, stars and similar)","Шаклдор маҳсулотлар (чиғаноқлар, юлдузчалар ва шу кабилар)",2025-03-01,100.33
1.3,"Chuchvaralar va shu kabi mahsulotlar, xom","Пельмени и аналогичные изделия, сырые","Dumplings and similar products, raw","Чучваралар ва шу каби маҳсулотлар, хом",2025-03-01,100.67
1.31,Tez tayyorlanadigan ugra,Угра быстрого приготовления,Instant noodles,Тез тайёрланадиган угра,2025-03-01,100.14
1.32,Pop-korn,Поп-корн,Popcorn,Поп-корн,2025-03-01,99.7
1.33,Non-bulka mahsulotlarini tayyorlash uchun aralashmalar va xamir,Смеси и тесто для приготовления хлебобулочных изделий,Mixes and dough for bakery products,Нон-булка маҳсулотларини тайёрлаш учун аралашмалар ва хамир,2025-03-01,101.61
1.34,Mol goʻshti (suyaksiz goʻshtidan tashqari),Говядина (кроме бескостного мяса),Beef (except boneless meat),Мол гўшти (суяксиз гўштидан ташқари),2025-03-01,106.33
1.35,Suyaksiz mol goʻshti,Говядина бескостная,Boneless beef,Суяксиз мол гўшти,2025-03-01,107.41
1.36,Qoʻy goʻshti,Баранина,Mutton,Қўй гўшти,2025-03-01,109.36
1.37,Choʻchqa goʻshti,Свинина,Pork,Чўчқа гўшти,2025-03-01,101.29
1.38,Parranda goʻshti (sonlaridan tashqari),Мясо птицы (кроме окорочков),Poultry meat (except legs),Парранда гўшти (сонларидан ташқари),2025-03-01,101.87
1.39,"Tovuq boldiri, son qismlari","Голень куриная, окорочка",Chicken legs/drumsticks,"Товуқ болдири, сон қисмлари",2025-03-01,100.31
1.4,"Qiyma (yogʻli, yarim yogʻli)","Мясной фарш (жирный, полужирный)","Meat mince (fatty, semi-fatty)","Қийма (ёғли, ярим ёғли)",2025-03-01,105.59
1.41,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan mol va qoʻy jigari","Печень говяжья, баранья, парная, охлажденная или мороженая, сушеная, соленая, в рассоле  или копченая","Beef/lamb liver (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган мол ва қўй жигари",2025-03-01,105.14
1.42,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan mol oyoqlari","Ножки говяжьи, парные, охлажденные или мороженые, сушеные, соленые, в рассоле  или копченые","Beef feet (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган мол оёқлари",2025-03-01,104.42
1.43,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan til","Язык, парной, охлажденный или мороженый, сушеный, соленый, в рассоле  или копченый","Tongue (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган тил",2025-03-01,103.7
1.44,Pishirilgan kolbasa,Колбаса вареная,Cooked sausage,Пиширилган колбаса,2025-03-01,100.92
1.45,"Sosiskalar, sardelkalar","Сосиски, сардельки","Sausages, frankfurters","Сосискалар, сарделкалар",2025-03-01,100.52
1.46,Dudlangan va yarim dudlangan kolbasa,Колбаса копченая и полукопченая,Smoked and semi-smoked sausage,Дудланган ва ярим дудланган колбаса,2025-03-01,99.75
1.47,Qazi,Казы,Kazi,Қази,2025-03-01,100.54
1.48,Konservalangan dimlangan mol goʻshti,Говядина тушеная консервированная,Canned stewed beef,Консерваланган димланган мол гўшти,2025-03-01,101.31
1.49,"Tirik, yangi, sovutilgan  baliq","Рыба, живая, свежая, охлажденная","Fish, live, fresh, chilled","Тирик, янги, совутилган  балиқ",2025-03-01,101.77
1.5,Muzlatilgan baliq,Рыба мороженая,Frozen fish,Музлатилган балиқ,2025-03-01,100.91
1.51,"Quritilgan, tuzlangan, namakobga solingan  yoki dudlangan baliq","Рыба, вяленая, соленая, в рассоле или копченая","Fish, dried, salted, in brine or smoked","Қуритилган, тузланган, намакобга солинган  ёки дудланган балиқ",2025-03-01,99.88
1.52,Moyga solingan sardinalar,Сардины в масле,Sardines in oil,Мойга солинган сардиналар,2025-03-01,100.31
1.53,Moyga solingan shprotlar,Шпроты в масле,Sprats in oil,Мойга солинган шпротлар,2025-03-01,100.52
1.54,Pomidor qaylasiga solingan kilka,Килька в томатном соусе,Sprat in tomato sauce,Помидор қайласига солинган килка,2025-03-01,100.33
1.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),2025-03-01,101.49
1.56,Pasterizatsiya qilingan sut,Молоко пастеризованное,Pasteurized milk,Пастеризация қилинган сут,2025-03-01,100.25
1.57,Qaymoq,Каймак,Sweat Cream,Қаймоқ,2025-03-01,101.84
1.58,Quyultirilgan sut,Молоко сгущенное,Condensed milk,Қуюлтирилган сут,2025-03-01,98.56
1.59,Quruq qaymoq,Сливки сухие,Dry cream,Қуруқ қаймоқ,2025-03-01,100.0
1.6,Qattiq pishloqlar,Сыры твердые,Hard cheeses,Қаттиқ пишлоқлар,2025-03-01,100.52
1.61,"Yumshoq pishloqlar, kolbasa shaklidagi pishloq","Сыры плавленые, колбасный сыр","Processed cheeses, sausage cheese","Юмшоқ пишлоқлар, колбаса шаклидаги пишлоқ",2025-03-01,100.64
1.62,Brinza,Брынза,Feta cheese,Бринза,2025-03-01,100.45
1.63,Tvorog,Творог,Cottage cheese,Творог,2025-03-01,99.92
1.64,Tvorogli siroklar va sirok massasi,Сырки творожные и сырковая масса,Curd cheese and curd mass,Творогли сироклар ва сирок массаси,2025-03-01,100.36
1.65,Tayoqcha shaklidagi pishloqlar,Сырные палочки,Cheese sticks,Таёқча шаклидаги пишлоқлар,2025-03-01,100.31
1.66,Smetana,Сметана,Sour cream,Сметана,2025-03-01,100.94
1.67,"Kefir, prostokvasha va boshqalar","Кефир, пpостокваша и т.п.","Kefir, sour milk, etc.","Кефир, простокваша ва бошқалар",2025-03-01,100.46
1.68,Yogurt,Йогурт,Yoghurt,Йогурт,2025-03-01,100.14
1.69,Suzma,Сузьма,Suzma,Сузма,2025-03-01,100.12
1.7,Qurt,Курт,Kurt,Қурт,2025-03-01,98.0
1.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,2025-03-01,100.14
1.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,2025-03-01,100.31
1.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,2025-03-01,100.0
1.74,Sariyogʻ,Масло сливочное,Butter,Сариёғ,2025-03-01,100.45
1.75,Margarin,Маргарин,Margarine,Маргарин,2025-03-01,100.47
1.76,"Xom xayvon yogʻlari, dumba yogʻi va shu kabilar  (shpikdan tashqari)","Жир животный сырой, курдючный и аналогичный (кроме шпика)","Animal fat, crude, tail fat and similar (except lard)","Хом хайвон ёғлари, думба ёғи ва шу кабилар  (шпикдан ташқари)",2025-03-01,105.82
1.77,"Choʻchqa yogʻi, shpik","Свиной шпик, сало","Pork fat, lard","Чўчқа ёғи, шпик",2025-03-01,100.0
1.78,Bananlar,"Бананы, свежие","Bananas, fresh",Бананлар,2025-03-01,101.78
1.79,Limonlar,"Лимоны, свежие","Lemons, fresh",Лимонлар,2025-03-01,103.84
1.8,Mandarinlar,"Мандарины, свежие","Tangerines, fresh",Мандаринлар,2025-03-01,97.9
1.81,Apelsinlar,"Апельсины, свежие","Oranges, fresh",Апельсинлар,2025-03-01,98.33
1.82,Olmalar,"Яблоки, свежие","Apples, fresh",Олмалар,2025-03-01,100.52
1.83,Noklar,"Груши, свежие","Pears, fresh",Ноклар,2025-03-01,97.93
1.84,Shaftolilar,"Персики, свежие","Peaches, fresh",Шафтолилар,2025-03-01,100.12
1.85,Uzumlar,"Виноград, свежий","Grapes, fresh",Узумлар,2025-03-01,100.12
1.86,Yangi uzilgan tarvuzlar,"Арбузы, свежие","Watermelons, fresh",Янги узилган тарвузлар,2025-03-01,100.12
1.87,Yangi uzilgan qovunlar,"Дыни, свежие","Melons, fresh",Янги узилган қовунлар,2025-03-01,100.12
1.88,Anorlar,"Гранаты, свежие","Pomegranates, fresh",Анорлар,2025-03-01,100.12
1.89,"Mayiz, kishmish","Изюм, кишмиш","Raisins, sultanas","Майиз, кишмиш",2025-03-01,101.33
1.9,"Bargak, turshak","Курага, сушеный урюк","Dried apricots, dried apricots","Баргак, туршак",2025-03-01,100.26
1.91,Quritilgan naʼmatak,Сушеный шиповник,Dried rose hips,Қуритилган наъматак,2025-03-01,98.77
1.92,Poʻchoqli yoki poʻchogʻi tozalangan yongʻoqlar,"Орехи грецкие, в скорлупе или очищенные от скорлупы","Walnuts, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган ёнғоқлар,2025-03-01,101.21
1.93,Poʻchoqli yoki poʻchogʻi tozalangan pista,"Фисташки, в скорлупе или очищенные от скорлупы","Pistachios, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган писта,2025-03-01,99.6
1.94,Poʻchoqli yoki poʻchogʻi tozalangan bodom,"Миндаль, в скорлупе или очищенный от скорлупы","Almonds, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган бодом,2025-03-01,100.0
1.95,Poʻchoqli yoki poʻchogʻi tozalangan yeryongʻoqlar,"Арахис, в скорлупе или очищенный от скорлупы","Peanuts, in shell or peeled",Пўчоқли ёки пўчоғи тозаланган ерёнғоқлар,2025-03-01,100.98
1.96,Tuzli abrikos yoki oʻrik danaklari,Соленые абрикосовые или урюковые косточки,Salted apricot or dried apricot pits,Тузли абрикос ёки ўрик данаклари,2025-03-01,98.47
1.97,Qovurilgan kungaboqar urugʻi,"Семена подсолнечника, жареные","Sunflower seeds, roasted",Қовурилган кунгабоқар уруғи,2025-03-01,100.94
1.98,"Konservalangan mevalar, kompot (murabbo va shu kabi mahsulotlardan tashqari)","Фрукты консервированные, включая компот (кроме варенья и аналогичной продукции)","Canned fruits, including compote (except jam and similar products)","Консерваланган мевалар, компот (мураббо ва шу каби маҳсулотлардан ташқари)",2025-03-01,99.97
1.99,Karam,Капуста белокочанная,White cabbage,Карам,2025-03-01,102.95
1.1,"Yangi uzilgan yoki sovutilgan koʻkatlar (ukrop, petrushka, yashil kashnich va shu kabi)","Зелень (укроп, петрушка, киндза зеленая и аналогичные), свежая или охлажденная","Greens (dill, parsley, green coriander and similar), fresh or chilled","Янги узилган ёки совутилган кўкатлар (укроп, петрушка, яшил кашнич ва шу каби)",2025-03-01,100.49
1.101,Yangi uzilgan bodringlar,Огурцы свежие,Fresh cucumbers,Янги узилган бодринглар,2025-03-01,84.66
1.102,Yangi uzilgan pomidorlar,Помидоры свежие,Fresh tomatoes,Янги узилган помидорлар,2025-03-01,104.94
1.103,Baqlajonlar,Баклажаны,Eggplants,Бақлажонлар,2025-03-01,103.89
1.104,Yangi uzilgan bulgʻor qalampiri,"Перец болгарский, свежий","Bell pepper, fresh",Янги узилган булғор қалампири,2025-03-01,102.85
1.105,Qovoq,Тыква,Pumpkin,Қовоқ,2025-03-01,96.89
1.106,Lavlagi,Свекла,Beetroot,Лавлаги,2025-03-01,102.34
1.107,Sabzi,Морковь,Carrot,Сабзи,2025-03-01,115.58
1.108,Sholgʻom,Репа,Turnip,Шолғом,2025-03-01,103.06
1.109,Sarimsoq,Чеснок,Garlic,Саримсоқ,2025-03-01,101.42
1.11,Piyoz,Лук репчатый,Onion,Пиёз,2025-03-01,101.78
1.111,Turp,Редька,Radish,Турп,2025-03-01,102.85
1.112,"Yangi uzilgan, sovutilgan va marinadlangan qoʻziqorinlar","Грибы, свежие, охлажденные и маринованные","Mushrooms, fresh, chilled and pickled","Янги узилган, совутилган ва маринадланган қўзиқоринлар",2025-03-01,99.05
1.113,Kartoshka,Картофель,Potato,Картошка,2025-03-01,93.22
1.114,Loviya,Фасоль,Beans,Ловия,2025-03-01,101.0
1.115,Noxat,Горох,Peas,Нохат,2025-03-01,99.26
1.116,Mosh,Маш,Mung bean,Мош,2025-03-01,101.65
1.117,Tuzlangan yoki marinadlangan bodringlar,Огурцы соленые или маринованные,Pickled or marinated cucumbers,Тузланган ёки маринадланган бодринглар,2025-03-01,99.73
1.118,Tuzlangan karam,Квашеная или соленая капуста,Sauerkraut or salted cabbage,Тузланган карам,2025-03-01,98.0
1.119,Tuzlangan yoki marinadlangan pomidorlar,Соленые или маринованные помидоры,Salted or marinated tomatoes,Тузланган ёки маринадланган помидорлар,2025-03-01,100.22
1.12,Pomidor pastasi,Томатная паста,Tomato paste,Помидор пастаси,2025-03-01,99.52
1.121,Kartoshka chips,Картофельные чипсы,Potato chips,Картошка чипс,2025-03-01,101.18
1.122,Konservalangan noxat,Консервированный горох,Canned peas,Консерваланган нохат,2025-03-01,99.45
1.123,Shakar,Сахар-песок,Sugar,Шакар,2025-03-01,100.43
1.124,Oq qand,Сахар-рафинад,Refined sugar,Оқ қанд,2025-03-01,98.39
1.125,Novvot,Навват,Navvat,Новвот,2025-03-01,99.85
1.126,"Mevali murabbo, jem","Варенье, джем из фруктов",Fruit jam,"Мевали мураббо, жем",2025-03-01,100.25
1.127,Marmelad,Мармелад,Marmalade,Мармелад,2025-03-01,100.73
1.128,Asal,Мед,Honey,Асал,2025-03-01,100.81
1.129,Kakao,Какао,Cocoa,Какао,2025-03-01,100.0
1.13,Shokolad plitkasi,Шоколадные плитки,Chocolate bars,Шоколад плиткаси,2025-03-01,100.76
1.131,"Shokoladli konfetlar, batonchiklar","Шоколадные конфеты, батончики","Chocolate candies, bars","Шоколадли конфетлар, батончиклар",2025-03-01,101.06
1.132,Shokoladli krem,Шоколадный крем,Chocolate cream,Шоколадли крем,2025-03-01,100.25
1.133,Muzqaymoq,Мороженое,Ice cream,Музқаймоқ,2025-03-01,100.61
1.134,Karamel konfetlar,Конфеты карамель,Caramel candies,Карамел конфетлар,2025-03-01,100.45
1.135,"Xolva, parvarda va shu kabi milliy shirinlik turlari","Халва, парварда и аналогичные виды национальных сладостей","Halva, parvarda and similar types of national sweets","Холва, парварда ва шу каби миллий ширинлик турлари",2025-03-01,101.09
1.136,Zefir,Зефир,Marshmallows,Зефир,2025-03-01,99.0
1.137,Saqich,Жевательная резинка,Chewing gum,Сақич,2025-03-01,97.76
1.138,Tayyor oziq-ovqat taomlar,Готовые пищевые продукты,Ready-made food products,Тайёр озиқ-овқат таомлар,2025-03-01,100.78
1.139,Bolalar ovqatlanishi uchun quruq sutli aralashmalar,Сухие молочные смеси для детского питания,Dry milk mixtures for baby food,Болалар овқатланиши учун қуруқ сутли аралашмалар,2025-03-01,100.27
1.14,Bolalar ovqatlanishi uchun boʻtqalar,Каши для детского питания,Porridges for baby food,Болалар овқатланиши учун бўтқалар,2025-03-01,100.11
1.141,Tuz,Соль,Salt,Туз,2025-03-01,99.81
1.142,Mayonez,Майонез,Mayonnaise,Майонез,2025-03-01,99.49
1.143,Uksus,Уксус,Vinegar,Уксус,2025-03-01,100.78
1.144,"Pomidor sousi, ketchup","Томатный соус, кетчуп","Tomato sauce, ketchup","Помидор соуси, кетчуп",2025-03-01,100.04
1.145,Lavr yaprogʻi,Лавровый лист,Bay leaf,Лавр япроғи,2025-03-01,100.0
1.146,Kashnich urugʻi,Киндза в зернах,Cilantro beans,Кашнич уруғи,2025-03-01,101.41
